-0.0466088	-0.035497	-0.0282556	-0.01779216	-0.072702871	-0.043580934	0.011878727	-0.01383569	7.225787828	109.204183
-0.005658	-0.0042825	-0.0073756	-0.00506256	-0.008774467	-0.00902578	0.003376325	-0.007705011	1.584110813	31.29766839
-0.010578	-0.0080325	-0.0084156	-0.00596496	-0.011609758	-0.011246814	0.007643333	-0.014666624	2.612180888	48.98285273
-0.015498	-0.0117825	-0.0097756	-0.00699536	-0.015089681	-0.013766664	0.010750661	-0.018554801	3.403257913	61.00636313
-0.020418	-0.0155325	-0.0114556	-0.00815376	-0.018939097	-0.016272349	0.012928709	-0.020479714	4.029073897	69.06468554
-0.024672558	-0.018776091	-0.0134556	-0.00944016	-0.023768589	-0.019232543	0.014407877	-0.021310328	4.562102903	75.9281724
-0.0282408	-0.021497	-0.0157756	-0.01085456	-0.029651847	-0.022595783	0.015418565	-0.021674398	5.062402436	83.0082334
-0.0328328	-0.024997	-0.0184156	-0.01239696	-0.036190665	-0.025972547	0.015864078	-0.021514865	5.572633507	89.01552983
-0.0374248	-0.028497	-0.0213756	-0.01406736	-0.043647342	-0.029499735	0.016271006	-0.021406553	6.157898922	96.33701673
-0.0420168	-0.031997	-0.0246556	-0.01586576	-0.054947648	-0.034974519	0.016856249	-0.02125544	6.883931902	107.6013134
-0.0466088	-0.035497	-0.0282556	-0.01779216	-0.072702871	-0.043580934	0.017818091	-0.020753534	7.945928148	126.4906229
-0.003772	-0.002855	-0.0073756	-0.00506256	-0.007312056	-0.007521483	0.00118965	-0.00448448	1.097803705	22.36361705
-0.005412	-0.004105	-0.0078556	-0.00549776	-0.008410866	-0.008396066	0.00260365	-0.00621208	1.407643567	27.51299369
-0.007052	-0.005355	-0.0084156	-0.00596496	-0.009674799	-0.009372345	0.00394765	-0.00785568	1.717934994	32.69130817
-0.008692	-0.006605	-0.0090556	-0.00646416	-0.011128667	-0.010462143	0.00522165	-0.00941528	2.029214541	37.89942999
-0.010332	-0.007855	-0.0097756	-0.00699536	-0.012801015	-0.011678661	0.00642565	-0.01089088	2.348600405	43.20345836
-0.011972	-0.009105	-0.0105756	-0.00755856	-0.014724672	-0.013036633	0.00755965	-0.01228248	2.66343224	48.57562993
-0.013612	-0.010355	-0.0114556	-0.00815376	-0.016937404	-0.014552508	0.00862365	-0.01359008	2.973151511	53.90756793
-0.015252	-0.011605	-0.0124156	-0.00878096	-0.019482652	-0.016244645	0.00961765	-0.01481368	3.309783601	59.65888176
-0.016892	-0.012855	-0.0134556	-0.00944016	-0.022410384	-0.018133541	0.01054165	-0.01595328	3.647409482	65.55234694
-0.018532	-0.014105	-0.0145756	-0.01013136	-0.025778078	-0.020242074	0.01139565	-0.01700888	4.007741393	71.94891245
-0.020172	-0.015355	-0.0157756	-0.01085456	-0.029651847	-0.022595783	0.01217965	-0.01798048	4.369709506	78.42225481
-0.021812	-0.016605	-0.0170556	-0.01160976	-0.034107743	-0.025223178	0.01289365	-0.01886808	4.743089111	85.43585822
-0.023452	-0.017855	-0.0184156	-0.01239696	-0.039233243	-0.02815608	0.01353765	-0.01967168	5.184399244	93.71186507
-0.025092	-0.019105	-0.0198556	-0.01321616	-0.045128972	-0.031430015	0.01411165	-0.02039128	5.615668398	102.1459594
-0.026732	-0.020355	-0.0213756	-0.01406736	-0.051910674	-0.035084636	0.01461565	-0.02102688	6.095368644	111.5090101
-0.028372	-0.021605	-0.0229756	-0.01495056	-0.059711488	-0.03916421	0.01504965	-0.02157848	6.628243309	122.0858076
-0.030012	-0.022855	-0.0246556	-0.01586576	-0.06868456	-0.043718149	0.01541365	-0.02204608	7.153186975	132.9859015
-0.031652	-0.024105	-0.0264156	-0.01681296	-0.07900605	-0.048801611	0.01570765	-0.02242968	7.785407219	146.172139
-0.033292	-0.025355	-0.0282556	-0.01779216	-0.090878589	-0.054476168	0.01593165	-0.02272928	8.530276361	162.0538752
-0.034932	-0.026605	-0.0301756	-0.01880336	-0.10453526	-0.060810551	0.01608565	-0.02294488	9.315808863	179.7340989
0	0	0	0	0	0	0	0	0	0
-0.003772	-0.002855	-0.0073756	-0.00506256	-0.007312056	-0.007521483	0.00118965	-0.00448448	0.871600034	17.68281442
-0.007052	-0.005355	-0.0084156	-0.00596496	-0.009674799	-0.009372345	0.00394765	-0.00785568	1.364082304	25.94595079
-0.010332	-0.007855	-0.0097756	-0.00699536	-0.012801015	-0.011678661	0.00642565	-0.01089088	1.86291492	34.31105667
-0.013612	-0.010355	-0.0114556	-0.00815376	-0.016937404	-0.014552508	0.00862365	-0.01359008	2.373234803	42.99748807
-0.016892	-0.012855	-0.0134556	-0.00944016	-0.022410384	-0.018133541	0.01054165	-0.01595328	2.912028898	52.28756329
-0.020172	-0.015355	-0.0157756	-0.01085456	-0.029651847	-0.022595783	0.01217965	-0.01798048	3.468026743	62.21974205
-0.023452	-0.017855	-0.0184156	-0.01239696	-0.039233243	-0.02815608	0.01353765	-0.01967168	4.093774681	73.83725155
-0.026732	-0.020355	-0.0213756	-0.01406736	-0.051910674	-0.035084636	0.01461565	-0.02102688	4.824209305	88.07343955
-0.030012	-0.022855	-0.0246556	-0.01586576	-0.06868456	-0.043718149	0.01541365	-0.02204608	5.662617477	104.9984142
-0.033292	-0.025355	-0.0282556	-0.01779216	-0.090878589	-0.054476168	0.01593165	-0.02272928	6.664540076	125.8897489
-0.003772	-0.002855	-0.0073756	-0.00506256	-0.007312056	-0.007521483	0.00118965	-0.00448448	1.327300822	27.04533695
-0.007052	-0.005355	-0.0084156	-0.00596496	-0.009674799	-0.009372345	0.00394765	-0.00785568	2.063130853	39.29361015
-0.010332	-0.007855	-0.0097756	-0.00699536	-0.012801015	-0.011678661	0.00642565	-0.01089088	2.822087577	51.98623852
-0.013612	-0.010355	-0.0114556	-0.00815376	-0.016937404	-0.014552508	0.00862365	-0.01359008	3.592033298	65.08911998
-0.016892	-0.012855	-0.0134556	-0.00944016	-0.022410384	-0.018133541	0.01054165	-0.01595328	4.407467666	79.27662754
-0.020172	-0.015355	-0.0157756	-0.01085456	-0.029651847	-0.022595783	0.01217965	-0.01798048	5.283013124	94.98127889
-0.023452	-0.017855	-0.0184156	-0.01239696	-0.039233243	-0.02815608	0.01353765	-0.01967168	6.272038377	113.5941238
-0.026732	-0.020355	-0.0213756	-0.01406736	-0.051910674	-0.035084636	0.01461565	-0.02102688	7.382751296	135.2844071
-0.030012	-0.022855	-0.0246556	-0.01586576	-0.06868456	-0.043718149	0.01541365	-0.02204608	8.738340581	163.0864651
-0.033292	-0.025355	-0.0282556	-0.01779216	-0.090878589	-0.054476168	0.01593165	-0.02272928	10.44444854	200.1413493
