-0.005658	-0.0042825	-0.0073756	-0.00506256	-0.008774467	-0.00902578	0.002813604	-0.006420843	1.470056527	28.58726462
-0.010578	-0.0080325	-0.0084156	-0.00596496	-0.011609758	-0.011246814	0.006369444	-0.012222187	2.394909679	43.72742642
-0.015498	-0.0117825	-0.0097756	-0.00699536	-0.015089681	-0.013766664	0.008958884	-0.015462334	3.115059201	54.16630928
-0.020418	-0.0155325	-0.0114556	-0.00815376	-0.018939097	-0.016272349	0.010773924	-0.017066428	3.700074479	61.32212691
-0.024672558	-0.018776091	-0.0134556	-0.00944016	-0.023768589	-0.019232543	0.012006564	-0.017758606	4.205445221	67.57971365
-0.0282408	-0.021497	-0.0157756	-0.01085456	-0.029651847	-0.022595783	0.012848804	-0.018061998	4.693526129	74.3771906
-0.0328328	-0.024997	-0.0184156	-0.01239696	-0.036190665	-0.025972547	0.013220065	-0.017929054	5.244880315	80.966164
-0.0374248	-0.028497	-0.0213756	-0.01406736	-0.043647342	-0.029499735	0.013559172	-0.017838794	5.785907491	87.6107804
-0.0420168	-0.031997	-0.0246556	-0.01586576	-0.054947648	-0.034974519	0.014046874	-0.017712867	6.525401142	99.01146105
-0.0466088	-0.035497	-0.0282556	-0.01779216	-0.072702871	-0.043580934	0.014848409	-0.017294612	7.581363994	117.7689524
-0.0045264	-0.003426	-0.0073756	-0.00506256	-0.008774467	-0.00902578	0.002813604	-0.006420843	1.427887617	29.15360596
-0.0084624	-0.006426	-0.0084156	-0.00596496	-0.011609758	-0.011246814	0.006369444	-0.012222187	2.302181752	44.65757277
-0.0123984	-0.009426	-0.0097756	-0.00699536	-0.015089681	-0.013766664	0.008958884	-0.015462334	2.993067763	55.69451326
-0.0163344	-0.012426	-0.0114556	-0.00815376	-0.018939097	-0.016272349	0.010773924	-0.017066428	3.539905909	63.39795887
-0.019738046	-0.015020873	-0.0134556	-0.00944016	-0.023768589	-0.019232543	0.012006564	-0.017758606	4.021574569	70.34381414
-0.02259264	-0.0171976	-0.0157756	-0.01085456	-0.029651847	-0.022595783	0.012848804	-0.018061998	4.481721283	77.65318061
-0.02626624	-0.0199976	-0.0184156	-0.01239696	-0.036190665	-0.025972547	0.013220065	-0.017929054	4.968166616	84.34723434
-0.02993984	-0.0227976	-0.0213756	-0.01406736	-0.043647342	-0.029499735	0.013559172	-0.017838794	5.501797604	92.14094251
-0.03361344	-0.0255976	-0.0246556	-0.01586576	-0.054947648	-0.034974519	0.014046874	-0.017712867	6.196946017	104.0237435
-0.03728704	-0.0283976	-0.0282556	-0.01779216	-0.072702871	-0.043580934	0.014848409	-0.017294612	7.197142396	123.2655055
-0.0067896	-0.005139	-0.0073756	-0.00506256	-0.008774467	-0.00902578	0.002813604	-0.006420843	1.512312779	28.02466721
-0.0126936	-0.009639	-0.0084156	-0.00596496	-0.011609758	-0.011246814	0.006369444	-0.012222187	2.469136169	42.59747405
-0.0185976	-0.014139	-0.0097756	-0.00699536	-0.015089681	-0.013766664	0.008958884	-0.015462334	3.23376064	52.54952783
-0.0245016	-0.018639	-0.0114556	-0.00815376	-0.018939097	-0.016272349	0.010773924	-0.017066428	3.859652323	59.13984828
-0.029607069	-0.022531309	-0.0134556	-0.00944016	-0.023768589	-0.019232543	0.012006564	-0.017758606	4.410733282	65.07288744
-0.03388896	-0.0257964	-0.0157756	-0.01085456	-0.029651847	-0.022595783	0.012848804	-0.018061998	4.928833362	71.43160555
-0.03939936	-0.0299964	-0.0184156	-0.01239696	-0.036190665	-0.025972547	0.013220065	-0.017929054	5.479717451	76.84953668
-0.04490976	-0.0341964	-0.0213756	-0.01406736	-0.043647342	-0.029499735	0.013559172	-0.017838794	6.092538783	83.31479202
-0.05042016	-0.0383964	-0.0246556	-0.01586576	-0.054947648	-0.034974519	0.014046874	-0.017712867	6.869284965	94.02019859
-0.05593056	-0.0425964	-0.0282556	-0.01779216	-0.072702871	-0.043580934	0.014848409	-0.017294612	8.076107297	112.6997064
-0.005658	-0.0042825	-0.0073756	-0.00506256	-0.007019573	-0.007220624	0.002813604	-0.006420843	1.338074101	25.45794998
-0.010578	-0.0080325	-0.0084156	-0.00596496	-0.009287807	-0.008997451	0.006369444	-0.012222187	2.233678427	39.94042001
-0.015498	-0.0117825	-0.0097756	-0.00699536	-0.012071745	-0.011013331	0.008958884	-0.015462334	2.904542128	49.24574164
-0.020418	-0.0155325	-0.0114556	-0.00815376	-0.015151278	-0.013017879	0.010773924	-0.017066428	3.461108184	55.62538109
-0.024672558	-0.018776091	-0.0134556	-0.00944016	-0.019014871	-0.015386035	0.012006564	-0.017758606	3.938247821	61.01713886
-0.0282408	-0.021497	-0.0157756	-0.01085456	-0.023721478	-0.018076627	0.012848804	-0.018061998	4.369622506	66.45942209
-0.0328328	-0.024997	-0.0184156	-0.01239696	-0.028952532	-0.020778038	0.013220065	-0.017929054	4.797669519	70.46301103
-0.0374248	-0.028497	-0.0213756	-0.01406736	-0.034917874	-0.023599788	0.013559172	-0.017838794	5.289658273	75.82431222
-0.0420168	-0.031997	-0.0246556	-0.01586576	-0.043958118	-0.027979615	0.014046874	-0.017712867	5.930499351	84.71591502
-0.0466088	-0.035497	-0.0282556	-0.01779216	-0.058162297	-0.034864747	0.014848409	-0.017294612	6.787646532	98.84126421
-0.005658	-0.0042825	-0.0073756	-0.00506256	-0.01052936	-0.010830935	0.002813604	-0.006420843	1.602831071	31.63718641
-0.010578	-0.0080325	-0.0084156	-0.00596496	-0.01393171	-0.013496177	0.006369444	-0.012222187	2.549853435	47.51989566
-0.015498	-0.0117825	-0.0097756	-0.00699536	-0.018107617	-0.016519997	0.008958884	-0.015462334	3.312223311	58.85160524
-0.020418	-0.0155325	-0.0114556	-0.00815376	-0.022726917	-0.019526819	0.010773924	-0.017066428	3.940537024	67.05267057
-0.024672558	-0.018776091	-0.0134556	-0.00944016	-0.028522307	-0.023079052	0.012006564	-0.017758606	4.514435138	74.75153463
-0.0282408	-0.021497	-0.0157756	-0.01085456	-0.035582217	-0.02711494	0.012848804	-0.018061998	5.06322442	83.22606807
-0.0328328	-0.024997	-0.0184156	-0.01239696	-0.043428798	-0.031167057	0.013220065	-0.017929054	5.671683532	91.18093961
-0.0374248	-0.028497	-0.0213756	-0.01406736	-0.05237681	-0.035399682	0.013559172	-0.017838794	6.309378741	99.92064758
-0.0420168	-0.031997	-0.0246556	-0.01586576	-0.065937178	-0.041969423	0.014046874	-0.017712867	7.143237622	113.6439716
-0.0466088	-0.035497	-0.0282556	-0.01779216	-0.087243445	-0.052297121	0.014848409	-0.017294612	8.410355414	137.7702645
-0.005658	-0.0042825	-0.0073756	-0.00506256	-0.008774467	-0.00902578	0.002250883	-0.005136674	1.356010172	25.88533635
-0.010578	-0.0080325	-0.0084156	-0.00596496	-0.011609758	-0.011246814	0.005095555	-0.00977775	2.165271251	38.37001409
-0.015498	-0.0117825	-0.0097756	-0.00699536	-0.015089681	-0.013766664	0.007167107	-0.012369867	2.821948472	47.25397701
-0.020418	-0.0155325	-0.0114556	-0.00815376	-0.018939097	-0.016272349	0.008619139	-0.013653142	3.384867838	53.69619086
-0.024672558	-0.018776091	-0.0134556	-0.00944016	-0.023768589	-0.019232543	0.009605251	-0.014206885	3.8695051	59.55819281
-0.0282408	-0.021497	-0.0157756	-0.01085456	-0.029651847	-0.022595783	0.010279043	-0.014449599	4.364782297	66.34765193
-0.0328328	-0.024997	-0.0184156	-0.01239696	-0.036190665	-0.025972547	0.010576052	-0.014343243	4.866214713	72.1686203
-0.0374248	-0.028497	-0.0213756	-0.01406736	-0.043647342	-0.029499735	0.010847337	-0.014271035	5.434153838	79.18098739
-0.0420168	-0.031997	-0.0246556	-0.01586576	-0.054947648	-0.034974519	0.011237499	-0.014170293	6.176267956	90.55832493
